0	0	a1
2	1	c1
4	1	c1
9	0	a1
11	2	b1
13	3	b1
15	4	b1
17	5	e1
18	0	a1
19	2	b1
21	6	f1
22	3	b1
24	4	b1
26	1	c1
28	7	d1
29	8	c1
31	9	a1
33	10	e1
34	11	f1
35	1	c1
37	0	a1
39	2	b1
41	12	d1
42	8	c1
43	6	f1
44	3	b1
46	4	b1
48	7	d1
50	1	c1
52	0	a1
54	11	f1
55	7	d1
57	9	a1
59	0	a1
60	7	d1
62	9	a1
64	2	b1
66	7	d1
67	6	f1
69	9	a1
71	3	b1
73	4	b1
75	6	f1
77	9	a1
79	6	f1
81	6	f1
90	4	b1
92	3	b1
94	12	d1
96	2	b1
98	12	d1
100	12	d1
102	8	c1
104	11	f1
106	12	d1
107	8	c1
109	11	f1
111	8	c1
113	11	f1
115	11	f1
